"REF_DATE","GEO","DGUID","Violations","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2017","Montréal, Quebec, municipal [24175]","2021A002524175","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v67953313","82.1.12","1421.39","","","","2"
"2018","Montréal, Quebec, municipal [24175]","2021A002524175","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v67953313","82.1.12","1091.78","","","","2"
"2019","Montréal, Quebec, municipal [24175]","2021A002524175","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v67953313","82.1.12","1208.78","","","","2"
"2020","Montréal, Quebec, municipal [24175]","2021A002524175","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v67953313","82.1.12","951.94","","","","2"
"2021","Montréal, Quebec, municipal [24175]","2021A002524175","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v67953313","82.1.12","833.33","","","","2"
"2022","Montréal, Quebec, municipal [24175]","2021A002524175","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v67953313","82.1.12","890.34","","","","2"
"2023","Montréal, Quebec, municipal [24175]","2021A002524175","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v67953313","82.1.12","1291.39","","","","2"
"2015","Montréal, Quebec, municipal [24175]","2021A002524175","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v67953314","82.1.13","2039","","","","0"
"2016","Montréal, Quebec, municipal [24175]","2021A002524175","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v67953314","82.1.13","1945","","","","0"
"2017","Montréal, Quebec, municipal [24175]","2021A002524175","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v67953314","82.1.13","1777","","","","0"
"2018","Montréal, Quebec, municipal [24175]","2021A002524175","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v67953314","82.1.13","1933","","","","0"
"2019","Montréal, Quebec, municipal [24175]","2021A002524175","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v67953314","82.1.13","2111","","","","0"
"2020","Montréal, Quebec, municipal [24175]","2021A002524175","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v67953314","82.1.13","1331","","","","0"
"2021","Montréal, Quebec, municipal [24175]","2021A002524175","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v67953314","82.1.13","1203","","","","0"
"2022","Montréal, Quebec, municipal [24175]","2021A002524175","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v67953314","82.1.13","1380","","","","0"
"2023","Montréal, Quebec, municipal [24175]","2021A002524175","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v67953314","82.1.13","1513","","","","0"
"2015","Montréal, Quebec, municipal [24175]","2021A002524175","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v67953315","82.1.14","1943.57","","","","2"
"2016","Montréal, Quebec, municipal [24175]","2021A002524175","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v67953315","82.1.14","1843.43","","","","2"
"2017","Montréal, Quebec, municipal [24175]","2021A002524175","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v67953315","82.1.14","1674.95","","","","2"
"2018","Montréal, Quebec, municipal [24175]","2021A002524175","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v67953315","82.1.14","1783.95","","","","2"
"2019","Montréal, Quebec, municipal [24175]","2021A002524175","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v67953315","82.1.14","1892.98","","","","2"
"2020","Montréal, Quebec, municipal [24175]","2021A002524175","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v67953315","82.1.14","1166.69","","","","2"
"2021","Montréal, Quebec, municipal [24175]","2021A002524175","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v67953315","82.1.14","1057.49","","","","2"
"2022","Montréal, Quebec, municipal [24175]","2021A002524175","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v67953315","82.1.14","1196.37","","","","2"
"2023","Montréal, Quebec, municipal [24175]","2021A002524175","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v67953315","82.1.14","1254.89","","","","2"


