"REF_DATE","GEO","DGUID","Homicides","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1985","Nunavut","2016A000262","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400207","14.4","","..","","","2"
"1986","Canada","2016A000011124","Number of homicide victims","Number","223","units","0","v1540422","1.1","567","","","","0"
"1986","Canada","2016A000011124","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540423","1.2","2.17","","","","2"
"1986","Canada","2016A000011124","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400180","1.3","-20.26","","","","2"
"1986","Canada","2016A000011124","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400181","1.4","-23.63","","","","2"
"1986","Newfoundland and Labrador","2016A000210","Number of homicide victims","Number","223","units","0","v1540424","2.1","4","","","","0"
"1986","Newfoundland and Labrador","2016A000210","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540425","2.2","0.69","","","","2"
"1986","Newfoundland and Labrador","2016A000210","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400182","2.3","-19.61","","","","2"
"1986","Newfoundland and Labrador","2016A000210","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400183","2.4","-34.94","","","","2"
"1986","Prince Edward Island","2016A000211","Number of homicide victims","Number","223","units","0","v1540426","3.1","0","","","","0"
"1986","Prince Edward Island","2016A000211","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540427","3.2","0.00","","","","2"
"1986","Prince Edward Island","2016A000211","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400184","3.3","-100.00","","","","2"
"1986","Prince Edward Island","2016A000211","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400185","3.4","-100.00","","","","2"
"1986","Nova Scotia","2016A000212","Number of homicide victims","Number","223","units","0","v1540428","4.1","15","","","","0"
"1986","Nova Scotia","2016A000212","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540429","4.2","1.69","","","","2"
"1986","Nova Scotia","2016A000212","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400186","4.3","-42.58","","","","2"
"1986","Nova Scotia","2016A000212","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400187","4.4","-43.65","","","","2"
"1986","New Brunswick","2016A000213","Number of homicide victims","Number","223","units","0","v1540430","5.1","12","","","","0"
"1986","New Brunswick","2016A000213","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540431","5.2","1.65","","","","2"
"1986","New Brunswick","2016A000213","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400188","5.3","-14.46","","","","2"
"1986","New Brunswick","2016A000213","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400189","5.4","-18.50","","","","2"
"1986","Quebec","2016A000224","Number of homicide victims","Number","223","units","0","v1540432","6.1","155","","","","0"
"1986","Quebec","2016A000224","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540433","6.2","2.31","","","","2"
"1986","Quebec","2016A000224","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400190","6.3","-29.67","","","","2"
"1986","Quebec","2016A000224","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400191","6.4","-27.90","","","","2"
"1986","Ontario","2016A000235","Number of homicide victims","Number","223","units","0","v1540434","7.1","139","","","","0"
"1986","Ontario","2016A000235","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540435","7.2","1.47","","","","2"
"1986","Ontario","2016A000235","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400192","7.3","-29.05","","","","2"
"1986","Ontario","2016A000235","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400193","7.4","-32.29","","","","2"
"1986","Manitoba","2016A000246","Number of homicide victims","Number","223","units","0","v1540436","8.1","47","","","","0"
"1986","Manitoba","2016A000246","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540437","8.2","4.31","","","","2"
"1986","Manitoba","2016A000246","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400194","8.3","79.21","","","","2"
"1986","Manitoba","2016A000246","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400195","8.4","43.29","","","","2"
"1986","Saskatchewan","2016A000247","Number of homicide victims","Number","223","units","0","v1540438","9.1","26","","","","0"
"1986","Saskatchewan","2016A000247","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540439","9.2","2.53","","","","2"
"1986","Saskatchewan","2016A000247","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400196","9.3","-7.49","","","","2"
"1986","Saskatchewan","2016A000247","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400197","9.4","-30.78","","","","2"
"1986","Alberta","2016A000248","Number of homicide victims","Number","223","units","0","v1540440","10.1","64","","","","0"
"1986","Alberta","2016A000248","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540441","10.2","2.63","","","","2"
"1986","Alberta","2016A000248","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400198","10.3","0.42","","","","2"
"1986","Alberta","2016A000248","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400199","10.4","-26.55","","","","2"
"1986","British Columbia","2016A000259","Number of homicide victims","Number","223","units","0","v1540442","11.1","88","","","","0"
"1986","British Columbia","2016A000259","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540443","11.2","2.93","","","","2"
"1986","British Columbia","2016A000259","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400200","11.3","-22.90","","","","2"
"1986","British Columbia","2016A000259","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400201","11.4","-15.66","","","","2"
"1986","Yukon","2016A000260","Number of homicide victims","Number","223","units","0","v1540444","12.1","3","","","","0"
"1986","Yukon","2016A000260","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540445","12.2","12.26","","","","2"
"1986","Yukon","2016A000260","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400202","12.3","-50.24","","","","2"
"1986","Yukon","2016A000260","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400203","12.4","-31.16","","","","2"
"1986","Northwest Territories including Nunavut","","Number of homicide victims","Number","223","units","0","v1540446","13.1","14","","","t","0"
"1986","Northwest Territories including Nunavut","","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540447","13.2","25.60","","","t","2"
"1986","Northwest Territories including Nunavut","","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400204","13.3","39.24","","","t","2"
"1986","Northwest Territories including Nunavut","","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400205","13.4","41.81","","","t","2"
"1986","Northwest Territories","2016A000261","Number of homicide victims","Number","223","units","0","v1540450","15.1","","..","","","0"
"1986","Northwest Territories","2016A000261","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540451","15.2","","..","","","2"
"1986","Northwest Territories","2016A000261","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400208","15.3","","..","","","2"
"1986","Northwest Territories","2016A000261","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400209","15.4","","..","","","2"
"1986","Nunavut","2016A000262","Number of homicide victims","Number","223","units","0","v1540448","14.1","","..","","","0"
"1986","Nunavut","2016A000262","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540449","14.2","","..","","","2"
"1986","Nunavut","2016A000262","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400206","14.3","","..","","","2"
"1986","Nunavut","2016A000262","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400207","14.4","","..","","","2"
"1987","Canada","2016A000011124","Number of homicide victims","Number","223","units","0","v1540422","1.1","644","","","","0"
"1987","Canada","2016A000011124","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540423","1.2","2.43","","","","2"
"1987","Canada","2016A000011124","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400180","1.3","12.09","","","","2"
"1987","Canada","2016A000011124","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400181","1.4","-18.86","","","","2"
"1987","Newfoundland and Labrador","2016A000210","Number of homicide victims","Number","223","units","0","v1540424","2.1","5","","","","0"
"1987","Newfoundland and Labrador","2016A000210","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540425","2.2","0.87","","","","2"
"1987","Newfoundland and Labrador","2016A000210","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400182","2.3","25.29","","","","2"
"1987","Newfoundland and Labrador","2016A000210","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400183","2.4","-38.57","","","","2"
"1987","Prince Edward Island","2016A000211","Number of homicide victims","Number","223","units","0","v1540426","3.1","0","","","","0"
"1987","Prince Edward Island","2016A000211","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540427","3.2","0.00","","","","2"
"1987","Prince Edward Island","2016A000211","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400184","3.3","0.00","","","","2"
"1987","Prince Edward Island","2016A000211","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400185","3.4","-100.00","","","","2"
"1987","Nova Scotia","2016A000212","Number of homicide victims","Number","223","units","0","v1540428","4.1","14","","","","0"
"1987","Nova Scotia","2016A000212","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540429","4.2","1.57","","","","2"
"1987","Nova Scotia","2016A000212","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400186","4.3","-7.10","","","","2"
"1987","Nova Scotia","2016A000212","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400187","4.4","-6.01","","","","2"
"1987","New Brunswick","2016A000213","Number of homicide victims","Number","223","units","0","v1540430","5.1","20","","","","0"
"1987","New Brunswick","2016A000213","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540431","5.2","2.75","","","","2"
"1987","New Brunswick","2016A000213","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400188","5.3","66.04","","","","2"
"1987","New Brunswick","2016A000213","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400189","5.4","-49.69","","","","2"
"1987","Quebec","2016A000224","Number of homicide victims","Number","223","units","0","v1540432","6.1","174","","","","0"
"1987","Quebec","2016A000224","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540433","6.2","2.57","","","","2"
"1987","Quebec","2016A000224","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400190","6.3","11.03","","","","2"
"1987","Quebec","2016A000224","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400191","6.4","-16.24","","","","2"
"1987","Ontario","2016A000235","Number of homicide victims","Number","223","units","0","v1540434","7.1","204","","","","0"
"1987","Ontario","2016A000235","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540435","7.2","2.12","","","","2"
"1987","Ontario","2016A000235","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400192","7.3","43.63","","","","2"
"1987","Ontario","2016A000235","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400193","7.4","-6.29","","","","2"
"1987","Manitoba","2016A000246","Number of homicide victims","Number","223","units","0","v1540436","8.1","44","","","","0"
"1987","Manitoba","2016A000246","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540437","8.2","4.01","","","","2"
"1987","Manitoba","2016A000246","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400194","8.3","-6.92","","","","2"
"1987","Manitoba","2016A000246","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400195","8.4","-5.47","","","","2"
"1987","Saskatchewan","2016A000247","Number of homicide victims","Number","223","units","0","v1540438","9.1","30","","","","0"
"1987","Saskatchewan","2016A000247","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540439","9.2","2.90","","","","2"
"1987","Saskatchewan","2016A000247","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400196","9.3","15.00","","","","2"
"1987","Saskatchewan","2016A000247","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400197","9.4","-40.34","","","","2"
"1987","Alberta","2016A000248","Number of homicide victims","Number","223","units","0","v1540440","10.1","73","","","","0"
"1987","Alberta","2016A000248","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540441","10.2","3.00","","","","2"
"1987","Alberta","2016A000248","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400198","10.3","13.86","","","","2"
"1987","Alberta","2016A000248","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400199","10.4","-17.77","","","","2"
"1987","British Columbia","2016A000259","Number of homicide victims","Number","223","units","0","v1540442","11.1","78","","","","0"
"1987","British Columbia","2016A000259","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540443","11.2","2.56","","","","2"
"1987","British Columbia","2016A000259","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400200","11.3","-12.70","","","","2"
"1987","British Columbia","2016A000259","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400201","11.4","-27.79","","","","2"
"1987","Yukon","2016A000260","Number of homicide victims","Number","223","units","0","v1540444","12.1","0","","","","0"
"1987","Yukon","2016A000260","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540445","12.2","0.00","","","","2"
"1987","Yukon","2016A000260","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400202","12.3","-100.00","","","","2"
"1987","Yukon","2016A000260","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400203","12.4","-100.00","","","","2"
"1987","Northwest Territories including Nunavut","","Number of homicide victims","Number","223","units","0","v1540446","13.1","2","","","t","0"
"1987","Northwest Territories including Nunavut","","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540447","13.2","3.63","","","t","2"
"1987","Northwest Territories including Nunavut","","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400204","13.3","-85.80","","","t","2"
"1987","Northwest Territories including Nunavut","","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400205","13.4","-59.42","","","t","2"
"1987","Northwest Territories","2016A000261","Number of homicide victims","Number","223","units","0","v1540450","15.1","","..","","","0"
"1987","Northwest Territories","2016A000261","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540451","15.2","","..","","","2"
"1987","Northwest Territories","2016A000261","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400208","15.3","","..","","","2"
"1987","Northwest Territories","2016A000261","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400209","15.4","","..","","","2"
"1987","Nunavut","2016A000262","Number of homicide victims","Number","223","units","0","v1540448","14.1","","..","","","0"
"1987","Nunavut","2016A000262","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540449","14.2","","..","","","2"
"1987","Nunavut","2016A000262","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400206","14.3","","..","","","2"
"1987","Nunavut","2016A000262","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400207","14.4","","..","","","2"
"1988","Canada","2016A000011124","Number of homicide victims","Number","223","units","0","v1540422","1.1","576","","","","0"
"1988","Canada","2016A000011124","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540423","1.2","2.15","","","","2"
"1988","Canada","2016A000011124","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400180","1.3","-11.72","","","","2"
"1988","Canada","2016A000011124","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400181","1.4","-22.19","","","","2"
"1988","Newfoundland and Labrador","2016A000210","Number of homicide victims","Number","223","units","0","v1540424","2.1","7","","","","0"
"1988","Newfoundland and Labrador","2016A000210","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540425","2.2","1.22","","","","2"
"1988","Newfoundland and Labrador","2016A000210","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400182","2.3","40.04","","","","2"
"1988","Newfoundland and Labrador","2016A000210","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400183","2.4","-23.21","","","","2"
"1988","Prince Edward Island","2016A000211","Number of homicide victims","Number","223","units","0","v1540426","3.1","1","","","","0"
"1988","Prince Edward Island","2016A000211","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540427","3.2","0.77","","","","2"
"1988","Prince Edward Island","2016A000211","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400184","3.3","100.00","","","","2"
"1988","Prince Edward Island","2016A000211","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400185","3.4","-76.46","","","","2"
"1988","Nova Scotia","2016A000212","Number of homicide victims","Number","223","units","0","v1540428","4.1","11","","","","0"
"1988","Nova Scotia","2016A000212","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540429","4.2","1.23","","","","2"
"1988","Nova Scotia","2016A000212","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400186","4.3","-21.77","","","","2"
"1988","Nova Scotia","2016A000212","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400187","4.4","-20.37","","","","2"
"1988","New Brunswick","2016A000213","Number of homicide victims","Number","223","units","0","v1540430","5.1","8","","","","0"
"1988","New Brunswick","2016A000213","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540431","5.2","1.10","","","","2"
"1988","New Brunswick","2016A000213","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400188","5.3","-60.14","","","","2"
"1988","New Brunswick","2016A000213","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400189","5.4","-71.62","","","","2"
"1988","Quebec","2016A000224","Number of homicide victims","Number","223","units","0","v1540432","6.1","154","","","","0"
"1988","Quebec","2016A000224","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540433","6.2","2.25","","","","2"
"1988","Quebec","2016A000224","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400190","6.3","-12.23","","","","2"
"1988","Quebec","2016A000224","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400191","6.4","-19.43","","","","2"
"1988","Ontario","2016A000235","Number of homicide victims","Number","223","units","0","v1540434","7.1","186","","","","0"
"1988","Ontario","2016A000235","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540435","7.2","1.89","","","","2"
"1988","Ontario","2016A000235","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400192","7.3","-10.66","","","","2"
"1988","Ontario","2016A000235","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400193","7.4","-10.79","","","","2"
"1988","Manitoba","2016A000246","Number of homicide victims","Number","223","units","0","v1540436","8.1","30","","","","0"
"1988","Manitoba","2016A000246","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540437","8.2","2.72","","","","2"
"1988","Manitoba","2016A000246","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400194","8.3","-32.07","","","","2"
"1988","Manitoba","2016A000246","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400195","8.4","-27.32","","","","2"
"1988","Saskatchewan","2016A000247","Number of homicide victims","Number","223","units","0","v1540438","9.1","23","","","","0"
"1988","Saskatchewan","2016A000247","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540439","9.2","2.24","","","","2"
"1988","Saskatchewan","2016A000247","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400196","9.3","-22.98","","","","2"
"1988","Saskatchewan","2016A000247","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400197","9.4","-33.45","","","","2"
"1988","Alberta","2016A000248","Number of homicide victims","Number","223","units","0","v1540440","10.1","66","","","","0"
"1988","Alberta","2016A000248","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540441","10.2","2.69","","","","2"
"1988","Alberta","2016A000248","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400198","10.3","-10.29","","","","2"
"1988","Alberta","2016A000248","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400199","10.4","-35.28","","","","2"
"1988","British Columbia","2016A000259","Number of homicide victims","Number","223","units","0","v1540442","11.1","81","","","","0"
"1988","British Columbia","2016A000259","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540443","11.2","2.60","","","","2"
"1988","British Columbia","2016A000259","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400200","11.3","1.67","","","","2"
"1988","British Columbia","2016A000259","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400201","11.4","-20.97","","","","2"
"1988","Yukon","2016A000260","Number of homicide victims","Number","223","units","0","v1540444","12.1","1","","","","0"
"1988","Yukon","2016A000260","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540445","12.2","3.76","","","","2"
"1988","Yukon","2016A000260","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400202","12.3","100.00","","","","2"
"1988","Yukon","2016A000260","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400203","12.4","-55.39","","","","2"
"1988","Northwest Territories including Nunavut","","Number of homicide victims","Number","223","units","0","v1540446","13.1","8","","","t","0"
"1988","Northwest Territories including Nunavut","","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540447","13.2","14.37","","","t","2"
"1988","Northwest Territories including Nunavut","","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400204","13.3","295.33","","","t","2"
"1988","Northwest Territories including Nunavut","","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400205","13.4","62.60","","","t","2"
"1988","Northwest Territories","2016A000261","Number of homicide victims","Number","223","units","0","v1540450","15.1","","..","","","0"
"1988","Northwest Territories","2016A000261","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540451","15.2","","..","","","2"
"1988","Northwest Territories","2016A000261","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400208","15.3","","..","","","2"
"1988","Northwest Territories","2016A000261","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400209","15.4","","..","","","2"
"1988","Nunavut","2016A000262","Number of homicide victims","Number","223","units","0","v1540448","14.1","","..","","","0"
"1988","Nunavut","2016A000262","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540449","14.2","","..","","","2"
"1988","Nunavut","2016A000262","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400206","14.3","","..","","","2"
"1988","Nunavut","2016A000262","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400207","14.4","","..","","","2"
"1989","Canada","2016A000011124","Number of homicide victims","Number","223","units","0","v1540422","1.1","654","","","","0"
"1989","Canada","2016A000011124","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540423","1.2","2.40","","","","2"
"1989","Canada","2016A000011124","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400180","1.3","11.52","","","","2"
"1989","Canada","2016A000011124","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400181","1.4","-8.20","","","","2"
"1989","Newfoundland and Labrador","2016A000210","Number of homicide victims","Number","223","units","0","v1540424","2.1","5","","","","0"
"1989","Newfoundland and Labrador","2016A000210","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540425","2.2","0.87","","","","2"
"1989","Newfoundland and Labrador","2016A000210","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400182","2.3","-28.74","","","","2"
"1989","Newfoundland and Labrador","2016A000210","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400183","2.4","-1.09","","","","2"
"1989","Prince Edward Island","2016A000211","Number of homicide victims","Number","223","units","0","v1540426","3.1","1","","","","0"
"1989","Prince Edward Island","2016A000211","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540427","3.2","0.77","","","","2"
"1989","Prince Edward Island","2016A000211","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400184","3.3","-0.61","","","","2"
"1989","Prince Edward Island","2016A000211","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400185","3.4","100.00","","","","2"
"1989","Nova Scotia","2016A000212","Number of homicide victims","Number","223","units","0","v1540428","4.1","16","","","","0"
"1989","Nova Scotia","2016A000212","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540429","4.2","1.77","","","","2"
"1989","Nova Scotia","2016A000212","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400186","4.3","44.41","","","","2"
"1989","Nova Scotia","2016A000212","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400187","4.4","-11.57","","","","2"
"1989","New Brunswick","2016A000213","Number of homicide victims","Number","223","units","0","v1540430","5.1","19","","","","0"
"1989","New Brunswick","2016A000213","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540431","5.2","2.58","","","","2"
"1989","New Brunswick","2016A000213","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400188","5.3","135.93","","","","2"
"1989","New Brunswick","2016A000213","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400189","5.4","65.20","","","","2"
"1989","Quebec","2016A000224","Number of homicide victims","Number","223","units","0","v1540432","6.1","213","","","","0"
"1989","Quebec","2016A000224","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540433","6.2","3.07","","","","2"
"1989","Quebec","2016A000224","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400190","6.3","36.52","","","","2"
"1989","Quebec","2016A000224","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400191","6.4","6.30","","","","2"
"1989","Ontario","2016A000235","Number of homicide victims","Number","223","units","0","v1540434","7.1","175","","","","0"
"1989","Ontario","2016A000235","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540435","7.2","1.73","","","","2"
"1989","Ontario","2016A000235","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400192","7.3","-8.38","","","","2"
"1989","Ontario","2016A000235","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400193","7.4","-14.29","","","","2"
"1989","Manitoba","2016A000246","Number of homicide victims","Number","223","units","0","v1540436","8.1","42","","","","0"
"1989","Manitoba","2016A000246","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540437","8.2","3.81","","","","2"
"1989","Manitoba","2016A000246","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400194","8.3","39.81","","","","2"
"1989","Manitoba","2016A000246","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400195","8.4","-10.27","","","","2"
"1989","Saskatchewan","2016A000247","Number of homicide victims","Number","223","units","0","v1540438","9.1","22","","","","0"
"1989","Saskatchewan","2016A000247","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540439","9.2","2.16","","","","2"
"1989","Saskatchewan","2016A000247","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400196","9.3","-3.52","","","","2"
"1989","Saskatchewan","2016A000247","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400197","9.4","-42.47","","","","2"
"1989","Alberta","2016A000248","Number of homicide victims","Number","223","units","0","v1540440","10.1","67","","","","0"
"1989","Alberta","2016A000248","Homicide rates per 100,000 population","Rate per 100,000 population","265","units","0","v1540441","10.2","2.69","","","","2"
"1989","Alberta","2016A000248","Year-over-year percentage change in homicide rates","Percentage","242","units","0","v21400198","10.3","-0.15","","","","2"
"1989","Alberta","2016A000248","Percentage change in homicide rates, 10-year comparison","Percentage","242","units","0","v21400199","10.4","0.57","","","","2"
"1989","British Columbia","2016A000259","Number of homicide victims","Number","223","units","0","v1540442","11.1","85","","","","0"
