,,,"Vancouver, City [Census subdivision], British Columbia",,,,,,"British Columbia [Province]"
"Topic","Characteristics","Note","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female"
,,,"Counts (unless otherwise specified)",,,,,,
"Knowledge of languages","      Creole languages",,     300,,     160,,     140,,    2485,,    1320,,    1165,
"Knowledge of languages","        Haitian Creole",,      15,,       0,,      10,,     135,,      55,,      75,
"Knowledge of languages","        Creole; n.o.s.",,     145,,      70,,      75,,    1310,,     730,,     585,
"Knowledge of languages","        Creole languages; n.i.e.",,     145,,      85,,      60,,    1055,,     540,,     515,
"Knowledge of languages","      Dravidian languages",,    2640,,    1515,,    1120,,   10390,,    5485,,    4905,
"Knowledge of languages","        Kannada",,     110,,      55,,      60,,     510,,     250,,     265,
"Knowledge of languages","        Malayalam",,     535,,     300,,     235,,    3350,,    1795,,    1550,
"Knowledge of languages","        Tamil",,    1650,,     895,,     750,,    5445,,    2830,,    2610,
"Knowledge of languages","        Telugu",,     435,,     315,,     125,,    1720,,     970,,     750,
"Knowledge of languages","        Dravidian languages; n.i.e.",,      10,,      10,,       0,,      85,,      30,,      55,
"Knowledge of languages","      Hmong-Mien languages",,      25,,       0,,      15,,     165,,      85,,      80,
"Knowledge of languages","      Indo-European languages",,  111405,,   54185,,   57225,,  764815,,  371760,,  393060,
"Knowledge of languages","        Albanian",,      90,,      45,,      40,,    1640,,     840,,     795,
"Knowledge of languages","        Armenian",,     440,,     220,,     215,,    1680,,     845,,     835,
"Knowledge of languages","        Balto-Slavic languages",,   17000,,    7695,,    9300,,   94050,,   44710,,   49340,
"Knowledge of languages","          Baltic languages",,     325,,     160,,     165,,    1030,,     515,,     520,
"Knowledge of languages","            Latvian",,     170,,     105,,      70,,     555,,     290,,     265,
"Knowledge of languages","            Lithuanian",,     155,,      60,,      90,,     475,,     220,,     250,
"Knowledge of languages","          Slavic languages",,   16800,,    7600,,    9205,,   93235,,   44305,,   48940,
"Knowledge of languages","            Belarusan",,      80,,      30,,      50,,     245,,     115,,     125,
"Knowledge of languages","            Bosnian",,     425,,     185,,     240,,    2075,,    1020,,    1050,
"Knowledge of languages","            Bulgarian",,     545,,     210,,     335,,    2430,,    1105,,    1325,
"Knowledge of languages","            Croatian",,    1820,,     835,,     990,,   10685,,    5255,,    5430,
"Knowledge of languages","            Czech",,    1305,,     610,,     690,,    7480,,    3665,,    3815,
"Knowledge of languages","            Macedonian",,     130,,      70,,      55,,     400,,     220,,     185,
"Knowledge of languages","            Polish",,    3035,,    1360,,    1680,,   19175,,    8980,,   10190,
"Knowledge of languages","            Russian",,    6100,,    2735,,    3360,,   33990,,   15850,,   18135,
"Knowledge of languages","            Serbian",,    2575,,    1215,,    1355,,    9110,,    4625,,    4485,
"Knowledge of languages","            Serbo-Croatian",,     610,,     255,,     355,,    1525,,     770,,     750,
"Knowledge of languages","            Slovak",,     805,,     390,,     410,,    4270,,    2045,,    2225,
"Knowledge of languages","            Slovene (Slovenian)",,     195,,      80,,     115,,    1375,,     610,,     760,
"Knowledge of languages","            Ukrainian",,    1290,,     530,,     755,,   10740,,    4835,,    5905,
"Knowledge of languages","            Slavic languages; n.i.e.",,      90,,      45,,      40,,     420,,     215,,     205,
"Knowledge of languages","        Celtic languages",,     715,,     400,,     315,,    1855,,     990,,     865,
"Knowledge of languages","          Scottish Gaelic",,     140,,      85,,      50,,     660,,     395,,     265,
"Knowledge of languages","          Welsh",,      35,,      20,,      20,,     345,,     145,,     195,
"Knowledge of languages","          Celtic languages; n.i.e.",,     540,,     295,,     245,,     860,,     450,,     410,
"Knowledge of languages","        Germanic languages",,   16490,,    8185,,    8305,,  136685,,   65350,,   71335,
"Knowledge of languages","          Afrikaans",,     810,,     440,,     370,,    7670,,    3875,,    3800,
"Knowledge of languages","          Danish",,     545,,     250,,     295,,    5510,,    2490,,    3020,
"Knowledge of languages","          Dutch",,    1855,,     955,,     900,,   24060,,   11520,,   12550,
"Knowledge of languages","          Frisian",,      10,,      10,,       0,,     465,,     230,,     240,
"Knowledge of languages","          German",,   12085,,    6045,,    6040,,   95005,,   45840,,   49165,
"Knowledge of languages","          Icelandic",,     115,,      65,,      55,,     405,,     210,,     195,
"Knowledge of languages","          Norwegian",,     450,,     260,,     195,,    2845,,    1425,,    1415,
"Knowledge of languages","          Swedish",,    1025,,     430,,     595,,    4825,,    2125,,    2695,
"Knowledge of languages","          Vlaams (Flemish)",,     110,,      70,,      40,,     545,,     270,,     275,
"Knowledge of languages","          Yiddish",,     235,,     105,,     130,,     505,,     225,,     280,
"Knowledge of languages","          Germanic languages; n.i.e.",,      15,,      10,,      10,,     155,,      95,,      60,
"Knowledge of languages","        Greek",,    3025,,    1440,,    1590,,    9095,,    4725,,    4370,
"Knowledge of languages","        Indo-Iranian languages",,   36930,,   18670,,   18255,,  363205,,  181340,,  181865,
"Knowledge of languages","          Indo-Aryan languages",,   27675,,   13880,,   13800,,  311955,,  155465,,  156490,
"Knowledge of languages","            Bengali",,     870,,     500,,     375,,    3670,,    1885,,    1785,
"Knowledge of languages","            Gujarati",,    1390,,     735,,     655,,   11500,,    5455,,    6050,
"Knowledge of languages","            Hindi",,    9925,,    5005,,    4920,,   81330,,   39950,,   41380,
"Knowledge of languages","            Kashmiri",,      15,,      10,,      10,,      60,,      30,,      25,
"Knowledge of languages","            Konkani",,      55,,      35,,      20,,     415,,     215,,     200,
"Knowledge of languages","            Marathi",,     275,,     160,,     115,,    1475,,     780,,     695,
"Knowledge of languages","            Nepali",,     295,,     155,,     135,,    1485,,     725,,     760,
"Knowledge of languages","            Oriya (Odia)",,      15,,       0,,       0,,      70,,      40,,      30,
"Knowledge of languages","            Punjabi (Panjabi)",,   17960,,    8850,,    9110,,  244485,,  122450,,  122035,
"Knowledge of languages","            Sindhi",,     410,,     170,,     235,,    3300,,    1415,,    1885,
"Knowledge of languages","            Sinhala (Sinhalese)",,     405,,     190,,     210,,    2430,,    1265,,    1170,
"Knowledge of languages","            Urdu",,    1575,,     875,,     695,,   16750,,    8840,,    7915,
"Knowledge of languages","          Iranian languages",,    9360,,    4845,,    4510,,   52300,,   26435,,   25870,
"Knowledge of languages","            Kurdish",,     415,,     235,,     180,,    2225,,    1185,,    1040,
"Knowledge of languages","            Pashto",,     210,,     100,,     105,,    1660,,     940,,     725,
"Knowledge of languages","            Persian (Farsi)",,    8915,,    4625,,    4290,,   49835,,   25135,,   24690,
"Knowledge of languages","          Indo-Iranian languages; n.i.e.",,      80,,      45,,      30,,     935,,     490,,     450,
"Knowledge of languages","        Italic (Romance) languages",,   41175,,   19660,,   21520,,  177685,,   83505,,   94185,
"Knowledge of languages","          Catalan",,     155,,      75,,      80,,     395,,     210,,     180,
"Knowledge of languages","          Italian",,    8435,,    3975,,    4455,,   37475,,   18075,,   19400,
"Knowledge of languages","          Portuguese",,    6235,,    2995,,    3240,,   23260,,   11060,,   12200,
"Knowledge of languages","          Romanian",,    1350,,     665,,     685,,   10045,,    4945,,    5105,
"Knowledge of languages","          Spanish",,   27755,,   13220,,   14530,,  115115,,   53215,,   61900,
"Knowledge of languages","          Italic (Romance) languages; n.i.e.",,      75,,      45,,      25,,     380,,     245,,     140,
"Knowledge of languages","      Japanese",,   11240,,    4820,,    6415,,   36990,,   15955,,   21040,
"Knowledge of languages","      Kartvelian languages",,      15,,      10,,       0,,     115,,      55,,      60,
"Knowledge of languages","        Georgian",,      15,,       0,,       0,,     115,,      55,,      55,
"Knowledge of languages","      Korean",,    8795,,    3760,,    5030,,   57490,,   26310,,   31180,
"Knowledge of languages","      Mongolic languages",,     120,,      60,,      65,,     370,,     170,,     200,
"Knowledge of languages","        Mongolian",,     125,,      60,,      65,,     370,,     165,,     195,
"Knowledge of languages","      Niger-Congo languages",,    1105,,     590,,     515,,    8025,,    4130,,    3895,
"Knowledge of languages","        Akan (Twi)",,      55,,      15,,      40,,     630,,     350,,     280,
"Knowledge of languages","        Bamanankan",,      10,,      10,,       0,,      30,,      20,,      15,
"Knowledge of languages","        Edo",,      10,,       0,,       0,,     145,,      80,,      60,
"Knowledge of languages","        Ewe",,      20,,      10,,      10,,     135,,      90,,      45,
"Knowledge of languages","        Fulah (Pular; Pulaar; Fulfulde)",,      30,,      10,,      25,,     105,,      30,,      70,
"Knowledge of languages","        Ga",,      10,,       0,,       0,,     150,,      95,,      50,
"Knowledge of languages","        Ganda",,      25,,      20,,      10,,     165,,      80,,      85,
"Knowledge of languages","        Igbo",,      40,,      30,,      15,,     425,,     240,,     185,
"Knowledge of languages","        Lingala",,      35,,      15,,      20,,     280,,     125,,     150,
"Knowledge of languages","        Rundi (Kirundi)",,      30,,      10,,      20,,     125,,      45,,      75,
"Knowledge of languages","        Kinyarwanda (Rwanda)",,      55,,      30,,      20,,     290,,     125,,     165,
"Knowledge of languages","        Shona",,      65,,      20,,      45,,     415,,     220,,     195,
"Knowledge of languages","        Swahili",,     585,,     320,,     265,,    3365,,    1785,,    1575,
"Knowledge of languages","        Wolof",,      10,,       0,,       0,,      50,,      25,,      30,
"Knowledge of languages","        Yoruba",,      55,,      30,,      25,,     885,,     455,,     435,
"Knowledge of languages","        Niger-Congo languages; n.i.e.",,     190,,     115,,      75,,    1835,,     840,,    1000,
"Knowledge of languages","      Nilo-Saharan languages",,      75,,      35,,      35,,     405,,     210,,     200,
"Knowledge of languages","        Dinka",,       0,,      10,,       0,,      85,,      50,,      35,
"Knowledge of languages","        Nilo-Saharan languages; n.i.e.",,      70,,      35,,      35,,     325,,     155,,     165,
"Knowledge of languages","      Sign languages",,     925,,     395,,     530,,    7545,,    2865,,    4680,
"Knowledge of languages","        American Sign Language",,     585,,     200,,     385,,    3860,,    1280,,    2575,
"Knowledge of languages","        Quebec Sign Language",,       0,,       0,,       0,,      10,,       0,,       0,
