,,,"Vancouver, City [Census subdivision], British Columbia",,,,,,"British Columbia [Province]"
"Topic","Characteristics","Note","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female"
,,,"Counts (unless otherwise specified)",,,,,,
"Ethnic origin population","      Ugandan",,     135,,      95,,      35,,     775,,     390,,     380,
"Ethnic origin population","      Zambian",,      55,,      30,,      25,,     210,,      95,,     110,
"Ethnic origin population","      Zimbabwean",,     175,,      75,,     100,,     855,,     445,,     405,
"Ethnic origin population","      Zulu",,      10,,      10,,       0,,      75,,      25,,      45,
"Ethnic origin population","      Southern and East African origins; n.i.e.",120,     300,,     155,,     140,,    1840,,     910,,     930,
"Ethnic origin population","    Other African origins",,    2820,,    1470,,    1345,,   19215,,    9745,,    9465,
"Ethnic origin population","      Black; n.o.s.",121,     385,,     210,,     180,,    2660,,    1315,,    1340,
"Ethnic origin population","      Other African origins; n.i.e.",122,    2465,,    1280,,    1185,,   16740,,    8515,,    8225,
"Ethnic origin population","  Asian origins",,  306450,,  142795,,  163655,, 1312445,,  624270,,  688175,
"Ethnic origin population","    West Central Asian and Middle Eastern origins",,   19110,,   10215,,    8895,,   99560,,   51315,,   48245,
"Ethnic origin population","      Afghan",,     535,,     300,,     235,,    7895,,    4005,,    3885,
"Ethnic origin population","      Arab; n.o.s.",123,    1075,,     625,,     455,,    5660,,    3125,,    2540,
"Ethnic origin population","      Armenian",,     970,,     525,,     440,,    3715,,    1905,,    1815,
"Ethnic origin population","      Assyrian",,      95,,      55,,      35,,     545,,     295,,     250,
"Ethnic origin population","      Azerbaijani",,     180,,     105,,      75,,     990,,     570,,     425,
"Ethnic origin population","      Georgian",,     150,,      90,,      55,,     740,,     380,,     355,
"Ethnic origin population","      Hazara",,       0,,       0,,       0,,      55,,      30,,      20,
"Ethnic origin population","      Iranian",,    9385,,    4880,,    4500,,   47985,,   24290,,   23695,
"Ethnic origin population","      Iraqi",,     690,,     335,,     360,,    5575,,    2860,,    2715,
"Ethnic origin population","      Israeli",,    1005,,     515,,     490,,    2655,,    1370,,    1285,
"Ethnic origin population","      Jordanian",,     155,,      80,,      70,,     785,,     425,,     355,
"Ethnic origin population","      Kazakh",,      75,,      50,,      25,,     385,,     205,,     175,
"Ethnic origin population","      Kurd",,     500,,     275,,     220,,    2120,,    1165,,     950,
"Ethnic origin population","      Kuwaiti",,      40,,      30,,      10,,     125,,      85,,      40,
"Ethnic origin population","      Kyrgyz",,      25,,      10,,      15,,     175,,      90,,      85,
"Ethnic origin population","      Lebanese",,    1470,,     785,,     685,,    7980,,    4175,,    3805,
"Ethnic origin population","      Palestinian",,     380,,     210,,     170,,    2625,,    1410,,    1210,
"Ethnic origin population","      Pashtun",,      75,,      35,,      35,,     360,,     200,,     160,
"Ethnic origin population","      Saudi Arabian",,     345,,     195,,     150,,     975,,     615,,     360,
"Ethnic origin population","      Syrian",,     600,,     290,,     310,,    3955,,    1905,,    2055,
"Ethnic origin population","      Tajik",,      35,,      25,,      15,,     260,,     135,,     125,
"Ethnic origin population","      Tatar",,     225,,      95,,     125,,     790,,     365,,     425,
"Ethnic origin population","      Turk",,    1820,,    1060,,     760,,    6355,,    3485,,    2865,
"Ethnic origin population","      Turkmen",,      10,,      10,,       0,,     120,,      70,,      55,
"Ethnic origin population","      Uighur",,      10,,      10,,       0,,     130,,      65,,      60,
"Ethnic origin population","      Uzbek",,      75,,      40,,      30,,     270,,     150,,     120,
"Ethnic origin population","      Yemeni",,      90,,      60,,      25,,     300,,     185,,     115,
"Ethnic origin population","      West Central Asian and Middle Eastern origins; n.i.e.",124,     540,,     305,,     240,,    2635,,    1340,,    1295,
"Ethnic origin population","    South Asian origins",,   37625,,   19095,,   18535,,  363885,,  182650,,  181235,
"Ethnic origin population","      Bangladeshi",,     475,,     245,,     225,,    1840,,     925,,     920,
"Ethnic origin population","      Bengali",,     235,,      95,,     130,,     850,,     405,,     445,
"Ethnic origin population","      Bhutanese",,       0,,       0,,      10,,     120,,      65,,      55,
"Ethnic origin population","      East Indian",,   31430,,   15840,,   15590,,  309315,,  154795,,  154520,
"Ethnic origin population","      Goan",,      95,,      45,,      50,,     485,,     245,,     240,
"Ethnic origin population","      Gujarati",,     170,,     100,,      70,,     700,,     335,,     365,
"Ethnic origin population","      Kashmiri",,      20,,      10,,      10,,     185,,     100,,      85,
"Ethnic origin population","      Nepali",,     320,,     165,,     150,,    1495,,     690,,     805,
"Ethnic origin population","      Pakistani",,    1320,,     705,,     615,,   12585,,    6565,,    6015,
"Ethnic origin population","      Punjabi",,    2505,,    1280,,    1225,,   38725,,   19700,,   19025,
"Ethnic origin population","      Sinhalese",,      65,,      30,,      35,,     620,,     325,,     300,
"Ethnic origin population","      Sri Lankan",,    1530,,     820,,     705,,    5710,,    2970,,    2740,
"Ethnic origin population","      Tamil",,     360,,     185,,     170,,    1235,,     670,,     560,
"Ethnic origin population","      South Asian origins; n.i.e.",125,     775,,     365,,     405,,    8245,,    4070,,    4170,
"Ethnic origin population","    East and Southeast Asian origins",,  251175,,  114315,,  136860,,  855345,,  393475,,  461875,
"Ethnic origin population","      Burmese",,     725,,     355,,     365,,    2310,,    1135,,    1175,
"Ethnic origin population","      Cambodian (Khmer)",,     755,,     355,,     395,,    3235,,    1580,,    1655,
"Ethnic origin population","      Chinese",,  175200,,   81595,,   93605,,  540155,,  253065,,  287090,
"Ethnic origin population","      Filipino",,   39480,,   16880,,   22595,,  158215,,   68710,,   89505,
"Ethnic origin population","      Hmong",,       0,,       0,,       0,,     130,,      70,,      60,
"Ethnic origin population","      Indonesian",,    1295,,     640,,     650,,    6625,,    3115,,    3510,
"Ethnic origin population","      Japanese",,   12765,,    5105,,    7655,,   51150,,   22200,,   28945,
"Ethnic origin population","      Karen",,       0,,       0,,       0,,     895,,     450,,     445,
"Ethnic origin population","      Korean",,   10200,,    4510,,    5685,,   63300,,   29330,,   33975,
"Ethnic origin population","      Laotian",,     240,,     105,,     130,,    2530,,    1275,,    1255,
"Ethnic origin population","      Malaysian",,    1225,,     535,,     690,,    5060,,    2260,,    2800,
"Ethnic origin population","      Mongolian",,     390,,     175,,     215,,    1495,,     740,,     760,
"Ethnic origin population","      Singaporean",,     240,,     110,,     130,,    1055,,     490,,     560,
"Ethnic origin population","      Taiwanese",,    5875,,    2560,,    3320,,   21455,,    9810,,   11650,
"Ethnic origin population","      Thai",,    1305,,     490,,     815,,    5065,,    1870,,    3195,
"Ethnic origin population","      Tibetan",,     155,,      75,,      85,,     550,,     290,,     260,
"Ethnic origin population","      Vietnamese",,   15690,,    7575,,    8115,,   41435,,   20205,,   21230,
"Ethnic origin population","      East and Southeast Asian origins; n.i.e.",126,     180,,      90,,      90,,     785,,     310,,     470,
"Ethnic origin population","    Other Asian origins",,     495,,     230,,     270,,    2500,,    1250,,    1250,
"Ethnic origin population","      Other Asian origins; n.i.e.",127,     500,,     230,,     265,,    2500,,    1250,,    1255,
"Ethnic origin population","  Oceania origins",,    6045,,    3060,,    2980,,   41125,,   20605,,   20520,
"Ethnic origin population","    Australian",,    3000,,    1520,,    1480,,   16240,,    8385,,    7855,
"Ethnic origin population","    New Zealander",,    1020,,     530,,     495,,    6565,,    3405,,    3155,
"Ethnic origin population","    Pacific Islands origins",,    2140,,    1065,,    1070,,   19135,,    9240,,    9890,
"Ethnic origin population","      Fijian",,    1655,,     820,,     835,,   14145,,    6895,,    7250,
"Ethnic origin population","      Hawaiian",,     100,,      45,,      60,,    2200,,     970,,    1235,
"Ethnic origin population","      Maori",,     160,,      95,,      65,,    1120,,     595,,     530,
"Ethnic origin population","      Polynesian; n.o.s.",128,      75,,      35,,      40,,     600,,     275,,     325,
"Ethnic origin population","      Samoan",,      55,,      30,,      20,,     485,,     255,,     230,
"Ethnic origin population","      Pacific Islands origins; n.i.e.",129,     130,,      70,,      60,,     905,,     440,,     465,
"Household characteristics","Total - Private households by tenure - 25% sample data",130,  283915,,,...,,..., 1881970,,,...,,...
"Household characteristics","  Owner",,  133165,,,...,,..., 1279020,,,...,,...
"Household characteristics","  Renter",,  150750,,,...,,...,  599360,,,...,,...
"Household characteristics","  Band housing",,       0,,,...,,...,    3590,,,...,,...
"Household characteristics","Total - Occupied private dwellings by condominium status - 25% sample data",131,  283915,,,...,,..., 1881970,,,...,,...
"Household characteristics","  Condominium",,   94835,,,...,,...,  416770,,,...,,...
"Household characteristics","  Not condominium",,  189085,,,...,,..., 1465200,,,...,,...
"Household characteristics","Total - Occupied private dwellings by number of bedrooms - 25% sample data",132,  283915,,,...,,..., 1881970,,,...,,...
"Household characteristics","  No bedrooms",,   11980,,,...,,...,   22705,,,...,,...
"Household characteristics","  1 bedroom",,  104540,,,...,,...,  311035,,,...,,...
"Household characteristics","  2 bedrooms",,   76480,,,...,,...,  514015,,,...,,...
"Household characteristics","  3 bedrooms",,   37845,,,...,,...,  513135,,,...,,...
"Household characteristics","  4 or more bedrooms",,   53080,,,...,,...,  521075,,,...,,...
"Household characteristics","Total - Occupied private dwellings by number of rooms - 25% sample data",133,  283915,,,...,,..., 1881970,,,...,,...
"Household characteristics","  1 to 4 rooms",,  168460,,,...,,...,  642910,,,...,,...
"Household characteristics","  5 rooms",,   34380,,,...,,...,  274780,,,...,,...
"Household characteristics","  6 rooms",,   21640,,,...,,...,  235845,,,...,,...
"Household characteristics","  7 rooms",,   16450,,,...,,...,  199715,,,...,,...
"Household characteristics","  8 or more rooms",,   42985,,,...,,...,  528720,,,...,,...
"Household characteristics","Average number of rooms per dwelling",,  4.6,,,...,,...,  6.0,,,...,,...
"Household characteristics","Total - Private households by number of persons per room - 25% sample data",134,  283920,,,...,,..., 1881970,,,...,,...
"Household characteristics","  One person or fewer per room",,  275495,,,...,,..., 1839850,,,...,,...
"Household characteristics","  More than 1 person per room",,    8420,,,...,,...,   42120,,,...,,...
"Household characteristics","Total - Private households by housing suitability - 25% sample data",135,  283920,,,...,,..., 1881965,,,...,,...
"Household characteristics","  Suitable",,  261250,,,...,,..., 1781905,,,...,,...
"Household characteristics","  Not suitable",,   22670,,,...,,...,  100060,,,...,,...
"Household characteristics","Total - Occupied private dwellings by period of construction - 25% sample data",136,  283915,,,...,,..., 1881970,,,...,,...
"Household characteristics","  1960 or before",,   66045,,,...,,...,  267560,,,...,,...
"Household characteristics","  1961 to 1980",,   71140,,,...,,...,  559485,,,...,,...
"Household characteristics","  1981 to 1990",,   36320,,,...,,...,  289565,,,...,,...
"Household characteristics","  1991 to 2000",,   45205,,,...,,...,  331865,,,...,,...
"Household characteristics","  2001 to 2005",,   20135,,,...,,...,  125335,,,...,,...
"Household characteristics","  2006 to 2010",,   23410,,,...,,...,  171945,,,...,,...
"Household characteristics","  2011 to 2016",137,   21655,,,...,,...,  136210,,,...,,...
"Household characteristics","Total - Occupied private dwellings by dwelling condition - 25% sample data",138,  283920,,,...,,..., 1881970,,,...,,...
"Household characteristics","  Only regular maintenance or minor repairs needed",,  264890,,,...,,..., 1763105,,,...,,...
"Household characteristics","  Major repairs needed",,   19035,,,...,,...,  118865,,,...,,...
"Household characteristics","Total - Private households by number of household maintainers - 25% sample data",139,  283915,,,...,,..., 1881970,,,...,,...
"Household characteristics","  1 household maintainer",,  177130,,,...,,..., 1091500,,,...,,...
"Household characteristics","  2 household maintainers",,   95330,,,...,,...,  725675,,,...,,...
"Household characteristics","  3 or more household maintainers",,   11455,,,...,,...,   64790,,,...,,...
"Household characteristics","Total - Private households by age of primary household maintainers - 25% sample data",140,  283915,,,...,,..., 1881970,,,...,,...
"Household characteristics","  15 to 24 years",,   12335,,,...,,...,   58620,,,...,,...
"Household characteristics","  25 to 34 years",,   59460,,,...,,...,  253950,,,...,,...
"Household characteristics","  35 to 44 years",,   51270,,,...,,...,  304185,,,...,,...
"Household characteristics","  45 to 54 years",,   54950,,,...,,...,  378545,,,...,,...
"Household characteristics","  55 to 64 years",,   47830,,,...,,...,  390185,,,...,,...
"Household characteristics","  65 to 74 years",,   33030,,,...,,...,  288165,,,...,,...
"Household characteristics","  75 to 84 years",,   17770,,,...,,...,  152225,,,...,,...
"Household characteristics","  85 years and over",,    7270,,,...,,...,   56085,,,...,,...
"Household characteristics","Total -  Owner and tenant households with household total income greater than zero; in non-farm; non-reserve private dwellings by shelter-cost-to-income ratio - 25% sample data",141,  283180,,,...,,..., 1832420,,,...,,...
"Household characteristics","  Spending less than 30% of income on shelter costs",,  179670,,,...,,..., 1320210,,,...,,...
"Household characteristics","  Spending 30% or more of income on shelter costs",,  103505,,,...,,...,  512210,,,...,,...
"Household characteristics","    30% to less than 100%",,   80050,,,...,,...,  420705,,,...,,...
"Household characteristics","Total - Owner households in non-farm; non-reserve private dwellings - 25% sample data",,  133160,,,...,,..., 1242600,,,...,,...
"Household characteristics","  % of owner households with a mortgage",142, 53.1,,,...,,..., 58.6,,,...,,...
"Household characteristics","  % of owner households spending 30% or more of its income on shelter costs",141, 27.8,,,...,,..., 20.7,,,...,,...
"Household characteristics","  Median monthly shelter costs for owned dwellings ($)",143,    1306,,,...,,...,    1149,,,...,,...
"Household characteristics","  Average monthly shelter costs for owned dwellings ($)",143,    1714,,,...,,...,    1387,,,...,,...
"Household characteristics","  Median value of dwellings ($)",144, 1102843,,,...,,...,  500874,,,...,,...
"Household characteristics","  Average value of dwellings ($)",144, 1414191,,,...,,...,  720689,,,...,,...
"Household characteristics","Total - Tenant households in non-farm; non-reserve private dwellings - 25% sample data",,  150750,,,...,,...,  592825,,,...,,...
"Household characteristics","  % of tenant households in subsidized housing",145, 13.7,,,...,,..., 12.5,,,...,,...
"Household characteristics","  % of tenant households spending 30% or more of its income on shelter costs",141, 44.3,,,...,,..., 43.3,,,...,,...
"Household characteristics","  Median monthly shelter costs for rented dwellings ($)",143,    1206,,,...,,...,    1036,,,...,,...
"Household characteristics","  Average monthly shelter costs for rented dwellings ($)",143,    1296,,,...,,...,    1149,,,...,,...
" Highest certificate; diploma or degree","Total - Highest certificate; diploma or degree for the population aged 15 years and over in private households - 25% sample data",146,  547845,,  265110,,  282730,, 3870375,, 1882770,, 1987605,
" Highest certificate; diploma or degree","  No certificate; diploma or degree",,   68855,,   32620,,   36240,,  601640,,  305320,,  296315,
" Highest certificate; diploma or degree","  Secondary (high) school diploma or equivalency certificate",147,  132610,,   66710,,   65895,, 1138565,,  549580,,  588985,
" Highest certificate; diploma or degree","  Postsecondary certificate; diploma or degree",,  346380,,  165785,,  180595,, 2130175,, 1027870,, 1102310,
" Highest certificate; diploma or degree","    Apprenticeship or trades certificate or diploma",,   26340,,   17180,,    9160,,  338980,,  250270,,   88720,
" Highest certificate; diploma or degree","      Trades certificate or diploma other than Certificate of Apprenticeship or Certificate of Qualification",148,   14210,,    7865,,    6350,,  142935,,   83055,,   59880,
" Highest certificate; diploma or degree","      Certificate of Apprenticeship or Certificate of Qualification",149,   12130,,    9320,,    2805,,  196045,,  167210,,   28840,
" Highest certificate; diploma or degree","    College; CEGEP or other non-university certificate or diploma",,   81815,,   36970,,   44850,,  700945,,  280300,,  420645,
" Highest certificate; diploma or degree","    University certificate or diploma below bachelor level",,   19320,,    8245,,   11075,,  138010,,   54420,,   83585,
" Highest certificate; diploma or degree","    University certificate; diploma or degree at bachelor level or above",,  218905,,  103390,,  115515,,  952240,,  442880,,  509360,
" Highest certificate; diploma or degree","      Bachelor's degree",,  139740,,   64755,,   74985,,  622670,,  281020,,  341655,
" Highest certificate; diploma or degree","      University certificate or diploma above bachelor level",,   13930,,    5980,,    7945,,   69005,,   28575,,   40430,
" Highest certificate; diploma or degree","      Degree in medicine; dentistry; veterinary medicine or optometry",,    7290,,    3985,,    3305,,   29110,,   16690,,   12420,
" Highest certificate; diploma or degree","      Master's degree",,   47805,,   22780,,   25030,,  195825,,   94360,,  101465,
" Highest certificate; diploma or degree","      Earned doctorate",150,   10130,,    5890,,    4240,,   35625,,   22240,,   13390,
" Highest certificate; diploma or degree","Total - Highest certificate; diploma or degree for the population aged 25 to 64 years in private households - 25% sample data",146,  384595,,  187670,,  196925,, 2532975,, 1227040,, 1305940,
" Highest certificate; diploma or degree","  No certificate; diploma or degree",,   27410,,   14020,,   13390,,  244000,,  134410,,  109585,
" Highest certificate; diploma or degree","  Secondary (high) school diploma or equivalency certificate",147,   76050,,   39660,,   36390,,  671010,,  330835,,  340175,
" Highest certificate; diploma or degree","  Postsecondary certificate; diploma or degree",,  281135,,  133990,,  147145,, 1617965,,  761790,,  856175,
" Highest certificate; diploma or degree","    Apprenticeship or trades certificate or diploma",,   19105,,   12580,,    6520,,  231445,,  172290,,   59155,
" Highest certificate; diploma or degree","      Trades certificate or diploma other than Certificate of Apprenticeship or Certificate of Qualification",148,   10295,,    5750,,    4545,,   97350,,   56920,,   40435,
" Highest certificate; diploma or degree","      Certificate of Apprenticeship or Certificate of Qualification",149,    8805,,    6830,,    1975,,  134095,,  115370,,   18725,
" Highest certificate; diploma or degree","    College; CEGEP or other non-university certificate or diploma",,   64825,,   29980,,   34845,,  528805,,  210880,,  317925,
" Highest certificate; diploma or degree","    University certificate or diploma below bachelor level",,   14795,,    6385,,    8410,,   99695,,   39205,,   60490,
" Highest certificate; diploma or degree","    University certificate; diploma or degree at bachelor level or above",,  182415,,   85045,,   97370,,  758015,,  339415,,  418605,
" Highest certificate; diploma or degree","      Bachelor's degree",,  116190,,   53775,,   62410,,  497845,,  219005,,  278840,
" Highest certificate; diploma or degree","      University certificate or diploma above bachelor level",,   11335,,    4815,,    6525,,   52955,,   20995,,   31965,
" Highest certificate; diploma or degree","      Degree in medicine; dentistry; veterinary medicine or optometry",,    5835,,    2935,,    2900,,   22440,,   11665,,   10775,
" Highest certificate; diploma or degree","      Master's degree",,   41295,,   19260,,   22035,,  159740,,   73335,,   86405,
" Highest certificate; diploma or degree","      Earned doctorate",150,    7765,,    4265,,    3500,,   25030,,   14420,,   10615,
"Major field of study - Classification of Instructional Programs (CIP) 2016","Total - Major field of study - Classification of Instructional Programs (CIP) 2016 for the population aged 15 years and over in private households - 25% sample data",151,  547845,,  265110,,  282735,, 3870380,, 1882770,, 1987610,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  No postsecondary certificate; diploma or degree",152,  201465,,   99325,,  102140,, 1740205,,  854900,,  885300,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Education",,   17510,,    4215,,   13295,,  144100,,   34915,,  109185,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    13. Education",,   17510,,    4215,,   13300,,  144100,,   34910,,  109185,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Visual and performing arts; and communications technologies",,   30255,,   14815,,   15435,,   98735,,   44465,,   54275,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    10. Communications technologies/technicians and support services",,    4715,,    3630,,    1090,,   16970,,   12880,,    4090,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    50. Visual and performing arts",,   25530,,   11180,,   14350,,   81765,,   31580,,   50185,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Humanities",,   26035,,   10245,,   15790,,  124600,,   49025,,   75575,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    16. Aboriginal and foreign languages; literatures and linguistics",,    3260,,     815,,    2445,,   15235,,    3675,,   11555,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    23. English language and literature/letters",,    8755,,    2870,,    5880,,   34710,,   10845,,   23865,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    24. Liberal arts and sciences; general studies and humanities",,    6330,,    2525,,    3805,,   35720,,   13670,,   22050,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30A Interdisciplinary humanities",153,     160,,      55,,     105,,     585,,     210,,     375,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    38. Philosophy and religious studies",,    1820,,    1085,,     735,,    6710,,    4050,,    2660,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    39. Theology and religious vocations",,    1260,,     710,,     555,,   12275,,    7400,,    4880,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    54. History",,    3510,,    1980,,    1535,,   15780,,    8475,,    7300,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    55. French language and literature/letters",,     935,,     205,,     730,,    3580,,     705,,    2880,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Social and behavioural sciences and law",,   54630,,   21575,,   33055,,  245990,,   87960,,  158025,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    05. Area; ethnic; cultural; gender; and group studies",,    1280,,     365,,     915,,    4120,,    1060,,    3060,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    09. Communication; journalism and related programs",,    6880,,    2445,,    4430,,   23180,,    8505,,   14680,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    19. Family and consumer sciences/human sciences",,    4605,,     610,,    3995,,   38070,,    3285,,   34785,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    22. Legal professions and studies",,    8760,,    3955,,    4810,,   38505,,   13545,,   24955,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30B Interdisciplinary social and behavioural sciences",154,    1175,,     335,,     835,,    4325,,    1345,,    2985,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    42. Psychology",,    9965,,    3005,,    6965,,   43230,,   12480,,   30750,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    45. Social sciences",,   21970,,   10860,,   11105,,   94560,,   47755,,   46810,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Business; management and public administration",,   72550,,   32610,,   39950,,  426460,,  166470,,  259990,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30.16 Accounting and computer science",,      75,,      25,,      50,,     775,,     215,,     560,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    44. Public administration and social service professions",,    3550,,     905,,    2645,,   26520,,    5960,,   20565,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    52. Business; management; marketing and related support services",,   68920,,   31675,,   37250,,  399160,,  160295,,  238865,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Physical and life sciences and technologies",,   19140,,   10090,,    9045,,   86425,,   46070,,   40355,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    26. Biological and biomedical sciences",,    8990,,    4195,,    4800,,   36760,,   16800,,   19960,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30.01 Biological and physical sciences",,    3875,,    1865,,    2015,,   19025,,    9400,,    9620,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30C Other interdisciplinary physical and life sciences",155,     210,,      50,,     165,,     835,,     225,,     610,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    40. Physical sciences",,    5750,,    3870,,    1880,,   26370,,   18395,,    7975,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    41. Science technologies/technicians",,     305,,     115,,     190,,    3440,,    1255,,    2185,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Mathematics; computer and information sciences",,   17065,,   11465,,    5605,,   80070,,   51490,,   28575,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    11. Computer and information sciences and support services",,   13090,,    9605,,    3480,,   62795,,   43900,,   18890,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    25. Library science",,    1315,,     265,,    1045,,    5560,,     755,,    4805,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    27. Mathematics and statistics",,    2440,,    1450,,     995,,   10875,,    6295,,    4580,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30D Interdisciplinary mathematics; computer and information sciences",156,     220,,     140,,      80,,     835,,     540,,     300,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Architecture; engineering; and related technologies",,   47600,,   39795,,    7805,,  427670,,  388335,,   39340,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    04. Architecture and related services",,    5175,,    3075,,    2105,,   15490,,    9985,,    5505,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    14. Engineering",,   20405,,   16190,,    4210,,   98455,,   81055,,   17395,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    15. Engineering technologies and engineering-related fields",,    6950,,    6100,,     850,,   68500,,   60490,,    8010,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30.12 Historic preservation and conservation",,      25,,      20,,      10,,      90,,      25,,      65,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    46. Construction trades",,    6645,,    6405,,     240,,  100765,,   97615,,    3150,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    47. Mechanic and repair technologies/technicians",,    5840,,    5625,,     210,,   97720,,   94520,,    3200,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    48. Precision production",,    2565,,    2385,,     185,,   46660,,   44650,,    2015,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Agriculture; natural resources and conservation",,    4845,,    2480,,    2365,,   50210,,   31680,,   18525,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    01. Agriculture; agriculture operations and related sciences",,    2545,,    1190,,    1360,,   24950,,   13670,,   11275,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    03. Natural resources and conservation",,    2300,,    1295,,    1000,,   25260,,   18010,,    7250,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Health and related fields",,   43615,,   12095,,   31515,,  322715,,   65735,,  256975,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    31. Parks; recreation; leisure and fitness studies",,    3810,,    2070,,    1750,,   23740,,   11920,,   11820,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    51. Health professions and related programs",,   37380,,    8735,,   28640,,  290645,,   48985,,  241655,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    60. Dental; medical and veterinary residency programs",,    2420,,    1290,,    1130,,    8330,,    4835,,    3495,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Personal; protective and transportation services",,   13010,,    6365,,    6650,,  122855,,   61605,,   61250,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    12. Personal and culinary services",,   10320,,    4160,,    6160,,   79740,,   24860,,   54885,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    28. Military science; leadership and operational art",,      25,,      30,,       0,,     320,,     290,,      30,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    29. Military technologies and applied sciences",,      50,,      55,,       0,,    1235,,    1120,,     115,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    43. Security and protective services",,     850,,     645,,     205,,   13935,,   10390,,    3545,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    49. Transportation and materials moving",,    1760,,    1480,,     280,,   27620,,   24945,,    2680,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Other",,     130,,      35,,      90,,     355,,     115,,     240,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30.99 Multidisciplinary/interdisciplinary studies; other",,     125,,      35,,      95,,     350,,     115,,     240,
"Major field of study - Classification of Instructional Programs (CIP) 2016","Total - Major field of study - Classification of Instructional Programs (CIP) 2016 for the population aged 25 to 64 years in private households - 25% sample data",151,  384600,,  187670,,  196930,, 2532980,, 1227040,, 1305935,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  No postsecondary certificate; diploma or degree",152,  103460,,   53680,,   49780,,  915015,,  465250,,  449765,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Education",,   12300,,    2960,,    9340,,   96005,,   21035,,   74970,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    13. Education",,   12300,,    2955,,    9340,,   96010,,   21035,,   74975,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Visual and performing arts; and communications technologies",,   25455,,   12555,,   12905,,   77655,,   34430,,   43225,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    10. Communications technologies/technicians and support services",,    3960,,    3095,,     870,,   12710,,    9580,,    3130,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    50. Visual and performing arts",,   21490,,    9455,,   12040,,   64940,,   24845,,   40090,
