,,,"Brampton, City [Census subdivision], Ontario",,,,,,"Ontario [Province]"
"Topic","Characteristics","Note","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female"
,,,"Counts (unless otherwise specified)",,,,,,
"Mother tongue","              Punjabi (Panjabi)",,  110715,,   56165,,   54545,,  197060,,  100160,,   96895,
"Mother tongue","              Sindhi",,     540,,     270,,     270,,    6840,,    3225,,    3615,
"Mother tongue","              Sinhala (Sinhalese)",,    1530,,     750,,     775,,   10165,,    4925,,    5235,
"Mother tongue","              Urdu",,   20200,,   10115,,   10085,,  152385,,   76795,,   75595,
"Mother tongue","            Iranian languages",,    3790,,    1935,,    1855,,  139675,,   70270,,   69405,
"Mother tongue","              Kurdish",,     105,,      65,,      40,,    6665,,    3615,,    3050,
"Mother tongue","              Pashto",,     670,,     330,,     340,,   10950,,    5630,,    5315,
"Mother tongue","              Persian (Farsi)",,    3015,,    1540,,    1475,,  122070,,   61025,,   61040,
"Mother tongue","            Indo-Iranian languages; n.i.e.",,     245,,     115,,     130,,    2565,,    1350,,    1215,
"Mother tongue","          Italic (Romance) languages",,   29310,,   14140,,   15170,,  614525,,  295030,,  319490,
"Mother tongue","            Catalan",,       0,,       5,,       0,,     285,,     150,,     135,
"Mother tongue","            Italian",,    6975,,    3530,,    3445,,  231040,,  112440,,  118600,
"Mother tongue","            Portuguese",,   10590,,    5140,,    5450,,  150000,,   72280,,   77715,
"Mother tongue","            Romanian",,     590,,     265,,     330,,   41755,,   19565,,   22190,
"Mother tongue","            Spanish",,   11140,,    5205,,    5930,,  191025,,   90390,,  100630,
"Mother tongue","            Italic (Romance) languages; n.i.e.",,      10,,      10,,       5,,     420,,     200,,     215,
"Mother tongue","        Japanese",,     135,,      50,,      85,,   13260,,    4590,,    8670,
"Mother tongue","        Kartvelian languages",,       0,,       0,,       0,,    1200,,     635,,     565,
"Mother tongue","          Georgian",,       0,,       0,,       0,,    1200,,     635,,     565,
"Mother tongue","        Korean",,     395,,     185,,     215,,   69775,,   32035,,   37740,
"Mother tongue","        Mongolic languages",,       5,,       0,,       0,,     405,,     180,,     220,
"Mother tongue","          Mongolian",,       5,,       0,,       0,,     405,,     180,,     225,
"Mother tongue","        Niger-Congo languages",,    5190,,    2450,,    2735,,   35760,,   16705,,   19050,
"Mother tongue","          Akan (Twi)",,    2670,,    1265,,    1405,,    9695,,    4510,,    5190,
"Mother tongue","          Bamanankan",,       0,,       0,,       0,,     140,,      60,,      80,
"Mother tongue","          Edo",,     195,,      80,,     115,,    1140,,     475,,     670,
"Mother tongue","          Ewe",,      55,,      25,,      30,,     560,,     270,,     295,
"Mother tongue","          Fulah (Pular; Pulaar; Fulfulde)",,      10,,       5,,       5,,     365,,     180,,     185,
"Mother tongue","          Ga",,     115,,      45,,      65,,     600,,     275,,     325,
"Mother tongue","          Ganda",,      55,,      25,,      25,,     760,,     360,,     400,
"Mother tongue","          Igbo",,     345,,     175,,     170,,    2090,,    1080,,    1010,
"Mother tongue","          Lingala",,      35,,      20,,      15,,     850,,     365,,     485,
"Mother tongue","          Rundi (Kirundi)",,      30,,      10,,      10,,    1430,,     640,,     785,
"Mother tongue","          Kinyarwanda (Rwanda)",,      30,,      15,,      20,,    1330,,     545,,     785,
"Mother tongue","          Shona",,      70,,      35,,      35,,    1455,,     660,,     790,
"Mother tongue","          Swahili",,     305,,     140,,     165,,    5525,,    2540,,    2985,
"Mother tongue","          Wolof",,      10,,       5,,       5,,     290,,     145,,     150,
"Mother tongue","          Yoruba",,     855,,     420,,     435,,    4365,,    2260,,    2105,
"Mother tongue","          Niger-Congo languages; n.i.e.",,     410,,     195,,     220,,    5155,,    2345,,    2810,
"Mother tongue","        Nilo-Saharan languages",,      20,,      10,,      10,,    1610,,     810,,     800,
"Mother tongue","          Dinka",,       0,,       0,,       0,,     345,,     170,,     175,
"Mother tongue","          Nilo-Saharan languages; n.i.e.",,      15,,      10,,       5,,    1260,,     635,,     625,
"Mother tongue","        Sign languages",,     110,,      60,,      55,,    3030,,    1570,,    1455,
"Mother tongue","          American Sign Language",,      30,,      15,,      15,,    1305,,     640,,     670,
"Mother tongue","          Quebec Sign Language",,       0,,       0,,       0,,      20,,      10,,      15,
"Mother tongue","          Sign languages; n.i.e",,      80,,      40,,      45,,    1700,,     925,,     780,
"Mother tongue","        Sino-Tibetan languages",,    6505,,    3010,,    3495,,  611795,,  284865,,  326935,
"Mother tongue","          Chinese languages",,    6330,,    2920,,    3420,,  602610,,  280340,,  322270,
"Mother tongue","            Cantonese",,    3290,,    1520,,    1770,,  275315,,  128090,,  147220,
"Mother tongue","            Hakka",,     155,,      75,,      90,,    6985,,    3140,,    3840,
"Mother tongue","            Mandarin",,    2335,,    1070,,    1265,,  283735,,  132275,,  151460,
"Mother tongue","            Min Dong",,       5,,       0,,       0,,     855,,     405,,     450,
"Mother tongue","            Min Nan (Chaochow; Teochow; Fukien; Taiwanese)",,     300,,     140,,     160,,   13545,,    6240,,    7300,
"Mother tongue","            Wu (Shanghainese)",,      60,,      30,,      30,,    6300,,    2825,,    3470,
"Mother tongue","            Chinese; n.o.s.",,     180,,      80,,     100,,   15645,,    7235,,    8410,
"Mother tongue","            Chinese languages; n.i.e.",,       0,,       0,,       0,,     240,,     120,,     120,
"Mother tongue","          Tibeto-Burman languages",,     175,,      95,,      80,,    9185,,    4520,,    4660,
"Mother tongue","            Burmese",,      85,,      45,,      40,,    1640,,     775,,     865,
"Mother tongue","            Karenic languages",,      10,,       5,,       5,,    1730,,     865,,     860,
"Mother tongue","            Tibetan",,      20,,      10,,      10,,    5115,,    2530,,    2585,
"Mother tongue","            Tibeto-Burman languages; n.i.e.",,      65,,      35,,      25,,     700,,     345,,     350,
"Mother tongue","        Tai-Kadai languages",,     560,,     250,,     310,,    8485,,    3535,,    4945,
"Mother tongue","          Lao",,     485,,     230,,     260,,    5190,,    2480,,    2710,
"Mother tongue","          Thai",,      70,,      20,,      55,,    3270,,    1045,,    2220,
"Mother tongue","          Tai-Kadai languages; n.i.e",,       5,,       0,,       5,,      25,,      10,,      15,
"Mother tongue","        Turkic languages",,     470,,     250,,     220,,   22615,,   11745,,   10870,
"Mother tongue","          Azerbaijani",,      15,,       5,,      10,,    1990,,    1070,,     920,
"Mother tongue","          Turkish",,     440,,     240,,     200,,   18415,,    9610,,    8810,
"Mother tongue","          Uyghur",,       5,,       0,,       5,,     515,,     255,,     260,
"Mother tongue","          Uzbek",,      10,,       0,,       0,,    1055,,     515,,     545,
"Mother tongue","          Turkic languages; n.i.e.",,       0,,       0,,       5,,     640,,     295,,     345,
"Mother tongue","        Uralic languages",,     760,,     355,,     400,,   50670,,   23095,,   27570,
"Mother tongue","          Estonian",,      55,,      25,,      35,,    4205,,    1810,,    2400,
"Mother tongue","          Finnish",,      55,,      30,,      25,,    9720,,    4140,,    5580,
"Mother tongue","          Hungarian",,     650,,     305,,     340,,   36740,,   17150,,   19590,
"Mother tongue","          Uralic languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","        Other languages; n.i.e.",,     140,,      70,,      70,,    1475,,     780,,     690,
"Mother tongue","  Multiple responses",,   30770,,   15360,,   15415,,  365910,,  176250,,  189660,
"Mother tongue","    English and French",,    1165,,     515,,     650,,   54045,,   25165,,   28880,
"Mother tongue","    English and non-official language",,   28550,,   14380,,   14170,,  288285,,  140345,,  147940,
"Mother tongue","    French and non-official language",,     405,,     170,,     240,,   12565,,    5735,,    6830,
"Mother tongue","    English; French and non-official language",,     650,,     295,,     355,,   11010,,    5000,,    6005,
"Language spoken most often at home","Total - Language spoken most often at home for the total population excluding institutional residents - 100% data",19,  591670,,  292690,,  298975,,13312865,, 6503875,, 6808990,
"Language spoken most often at home","  Single responses",,  512270,,  252805,,  259460,,12522045,, 6123955,, 6398085,
"Language spoken most often at home","    Official languages",,  347640,,  171585,,  176055,,10605725,, 5214425,, 5391300,
"Language spoken most often at home","      English",,  345390,,  170530,,  174865,,10328680,, 5084885,, 5243800,
"Language spoken most often at home","      French",,    2255,,    1055,,    1195,,  277045,,  129540,,  147500,
"Language spoken most often at home","    Non-official languages",,  164630,,   81220,,   83405,, 1916315,,  909530,, 1006780,
"Language spoken most often at home","      Aboriginal languages",,      15,,      10,,       5,,    9210,,    4600,,    4610,
"Language spoken most often at home","        Algonquian languages",,       5,,       5,,       5,,    8685,,    4370,,    4320,
"Language spoken most often at home","          Blackfoot",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","          Cree-Montagnais languages",,       0,,       5,,       0,,    2370,,    1205,,    1165,
"Language spoken most often at home","            Atikamekw",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Montagnais (Innu)",,       0,,       0,,       0,,       5,,       5,,       5,
"Language spoken most often at home","            Moose Cree",,       0,,       0,,       0,,      10,,      10,,       5,
"Language spoken most often at home","            Naskapi",,       0,,       0,,       0,,      10,,       5,,       5,
"Language spoken most often at home","            Northern East Cree",,       0,,       0,,       0,,      20,,      10,,      15,
"Language spoken most often at home","            Plains Cree",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Southern East Cree",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Swampy Cree",,       0,,       0,,       0,,     105,,      50,,      55,
"Language spoken most often at home","            Woods Cree",,       0,,       0,,       0,,       5,,       5,,       0,
"Language spoken most often at home","            Cree; n.o.s.",,       5,,       0,,       0,,    2220,,    1135,,    1085,
"Language spoken most often at home","          Eastern Algonquian languages",,       0,,       5,,       0,,       5,,       5,,       5,
"Language spoken most often at home","            Malecite",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Mi'kmaq",,       5,,       5,,       5,,       5,,       5,,       0,
"Language spoken most often at home","          Ojibway-Potawatomi languages",,       0,,       0,,       5,,    6305,,    3155,,    3145,
"Language spoken most often at home","            Algonquin",,       0,,       0,,       0,,       5,,       0,,       0,
"Language spoken most often at home","            Ojibway",,       0,,       0,,       0,,    3315,,    1695,,    1620,
"Language spoken most often at home","            Oji-Cree",,       5,,       0,,       0,,    2905,,    1420,,    1490,
"Language spoken most often at home","            Ottawa (Odawa)",,       0,,       0,,       0,,      75,,      40,,      35,
"Language spoken most often at home","          Algonquian languages; n.i.e.",,       0,,       0,,       0,,       5,,       0,,       0,
"Language spoken most often at home","        Athabaskan languages",,       5,,       5,,       0,,      20,,      10,,      10,
"Language spoken most often at home","          Northern Athabaskan languages",,       0,,       0,,       5,,      15,,      10,,      10,
"Language spoken most often at home","            Babine (Wetsuwet'en)",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Beaver",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Carrier",,       0,,       0,,       0,,       0,,       5,,       0,
"Language spoken most often at home","            Chilcotin",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Dene",,       0,,       0,,       0,,       5,,       0,,       5,
